
Ampersand Art Supply, Inc.
P.O. Box 1440
Buda, TX  78610

Sales [Customer Detail]

December 2014
3/19/15	Page 1
10:42:19 PM
	ID#	Date	Quantity	Item/Acct	Description	Amount	Status	Customer PO #	Promised Date	Referral Source

Aboveground Art Supplies	*None
	14013634	12/20/14	4	CBBSAM	Box Scratchbord 3x5 Samples	$0.00	Order	6-2110 JAN-15	1/15/15
	14013615	12/1/14	3	CBS05	Case (10-3Pk) 5x7 Claybord	$0.00	Order	6-2515 end-14	1/1/15
	15011612	12/28/14	1	CBS05	Case (10-3Pk) 5x7 Claybord	$39.26	Order	AMEAMPERSAND15	1/12/15
	14013615	12/1/14	0.1	CBS055	Case (10-4Pk) 5x5 Claybord	$0.00	Order	6-2515 end-14	1/1/15
	15011612	12/28/14	1	CBS066	Case (10-4Pk) 6x6 Claybord	$35.14	Order	AMEAMPERSAND15	1/12/15
	14013615	12/1/14	0.028	CBS08	Case (36) 8x10 Claybord	$0.00	Order	6-2515 end-14	1/1/15
	14013633	12/20/14	0.028	CBS08	Case (36) 8x10 Claybord	$0.00	Order	6-2515 JAN-15	1/1/15
	14013635	12/21/14	0.278	CBS08	1/36	$0.00	Order	6-2631 JAN-15	1/19/14
	15011612	12/28/14	1	CBS08	Case (36) 8x10 Claybord	$104.09	Order	AMEAMPERSAND15	1/12/15
	14013614	12/1/14	12	CBS088	Case (12) 8x8 Claybord	$0.00	Order	6-2110 end-14	1/1/15
	14013634	12/20/14	0.1	CBS11	Case (20) 11x14 Claybord	$0.00	Order	6-2110 JAN-15	1/15/15
	15011612	12/28/14	1	CBS11	Case (20) 11x14 Claybord	$90.90	Order	AMEAMPERSAND15	1/12/15
	14013635	12/21/14	2.5	CBS12	Case (12) 12x16 Claybord (30)	$0.00	Order	6-2631 JAN-15	1/19/14
	14013615	12/1/14	0.167	CBS122	Case (12) Claybord 12x12	$0.00	Order	6-2515 end-14	1/1/15
	14013633	12/20/14	0.167	CBS122	Case (12) Claybord 12x12	$0.00	Order	6-2515 JAN-15	1/1/15
	14013635	12/21/14	0.167	CBS122	Case (12) Claybord 12x12	$0.00	Order	6-2631 JAN-15	1/19/14
	14013635	12/21/14	0.1	CBS16	Case (20) 16x20 Claybord(2)	$0.00	Order	6-2631 JAN-15	1/19/14
	15011612	12/28/14	1	CBS16	Case (20) 16x20 Claybord	$164.48	Order	AMEAMPERSAND15	1/12/15
	14013615	12/1/14	0.188	CBS18	Case (16) 18x24 Claybord	$0.00	Order	6-2515 end-14	1/1/15
	14013633	12/20/14	0.167	CBSC08	Case (12) 8x10 Claybord Cradle	$0.00	Order	6-2515 JAN-15	1/1/15
	14013615	12/1/14	0.2	CBSCG0505	Cs(5) 1.5" Crad Claybord 5x5	$0.00	Order	6-2515 end-14	1/1/15
	15011612	12/28/14	1	CBSCG0808	Cs(5) 1.5" Crad Claybord 8x8	$43.39	Order	AMEAMPERSAND15	1/12/15
	15011612	12/28/14	1	CBSCG0810	Cs(5) 1.5" Crad Claybord 8x10	$51.66	Order	AMEAMPERSAND15	1/12/15
	15011612	12/28/14	1	CBSCG1114	Cs(5) 1.5" Crad Claybord 11x14	$64.07	Order	AMEAMPERSAND15	1/12/15
	15011612	12/28/14	1	CBSCG1212	Cs(5) 1.5" Crad Claybord 12x12	$64.07	Order	AMEAMPERSAND15	1/12/15
	14013633	12/20/14	0.2	CBSCG1216	Cs(5) 1.5" Crad Claybord 12x16	$0.00	Order	6-2515 JAN-15	1/1/15
	14013634	12/20/14	0.2	CBSCG1616	Cs(5) 1.5" Crad Claybord 16x16	$0.00	Order	6-2110 JAN-15	1/15/15
	15011612	12/28/14	1	CBSCG1620	Cs(5) 1.5" Crad Claybord 16x20	$85.37	Order	AMEAMPERSAND15	1/12/15
	14013614	12/1/14	2	CBSSAMBOX	BOX OF CLAYBORD SAMPLES	$0.00	Order	6-2110 end-14	1/1/15
	14013615	12/1/14	2	CBSSAMBOX	BOX OF CLAYBORD SAMPLES	$0.00	Order	6-2515 end-14	1/1/15
	14013634	12/20/14	4	CBSSAMBOX	BOX OF CLAYBORD SAMPLES	$0.00	Order	6-2110 JAN-15	1/15/15
	14013633	12/20/14	0.167	CBSWC088	Cs.(6) 2" Cradle Claybord 8x8	$0.00	Order	6-2515 JAN-15	1/1/15
	15011612	12/28/14	1	CBSWC244	Cs(4) 2" Cradle Claybord 24x24	$107.55	Order	AMEAMPERSAND15	1/12/15
	15011612	12/28/14	1	CBSWC30	Cs(2) 2" Cradle Claybord 30x30	$65.36	Order	AMEAMPERSAND15	1/12/15
	15011612	12/28/14	1	CBSWC3040	Cs(2) 2" Cradle Claybord 30x40	$101.97	Order	AMEAMPERSAND15	1/12/15
	15011612	12/28/14	1	CBT066	Cs.(10-4Pk) 6x6 Aquabord	$35.14	Order	AMEAMPERSAND15	1/12/15
	14013615	12/1/14	0.056	CBT08	Cs.(36) 8x10 Aquabord	$0.00	Order	6-2515 end-14	1/1/15
	14013635	12/21/14	0.028	CBT08	Cs.(36) 8x10 Aquabord	$0.00	Order	6-2631 JAN-15	1/19/14
	15011612	12/28/14	1	CBT08	Cs.(36) 8x10 Aquabord	$108.54	Order	AMEAMPERSAND15	1/12/15
	14013615	12/1/14	0.55	CBT11	Cs.(20) 11x14 Aquabord	$0.00	Order	6-2515 end-14	1/1/15
	14013615	12/1/14	0.05	CBT11	Cs.(20) 11x14 Aquabord	$0.00	Order	6-2515 end-14	1/1/15
	14013633	12/20/14	0.1	CBT11	Cs.(20) 11x14 Aquabord	$0.00	Order	6-2515 JAN-15	1/1/15
	14013634	12/20/14	0.5	CBT11	Cs.(20) 11x14 Aquabord	$0.00	Order	6-2110 JAN-15	1/15/15
	15011612	12/28/14	2	CBT11	Cs.(20) 11x14 Aquabord	$173.55	Order	AMEAMPERSAND15	1/12/15
	14013633	12/20/14	0.083	CBT122	Cs.(12) 12x12 Aquabord	$0.00	Order	6-2515 JAN-15	1/1/15
	15011612	12/28/14	1	CBT16	Cs.(20) 16x20 Aquabord	$167.85	Order	AMEAMPERSAND15	1/12/15
	14013634	12/20/14	0.2	CBTC0606	Cs(10)3/4" Crad Aquabord 6x6	$0.00	Order	6-2110 JAN-15	1/15/15
	14013633	12/20/14	0.2	CBTG1114	Cs(5) 1.5" Crad Aquabord 11x14	$0.00	Order	6-2515 JAN-15	1/1/15
	14013614	12/1/14	2	CBTSAM	Box of 3x5 Aquabord Samp.	$0.00	Order	6-2110 end-14	1/1/15
	14013615	12/1/14	2	CBTSAM	Box of 3x5 Aquabord Samp.	$0.00	Order	6-2515 end-14	1/1/15
	14013633	12/20/14	2	CBTSAM	Box of 3x5 Aquabord Samp.	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	4	CBTSAM	Box of 3x5 Aquabord Samp.	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0.04	CBTSAM	Box of 3x5 Aquabord Samp.	$0.00	Order	6-2515 JAN-15	1/1/15
	14013634	12/20/14	6	CBTSAM	Box of 3x5 Aquabord Samp.	$0.00	Order	6-2110 JAN-15	1/15/15
	14013634	12/20/14	0.333	CBTW066	Case(6) 2" Cradle Aquabd 6x6	$0.00	Order	6-2110 JAN-15	1/15/15
	14013633	12/20/14	0.25	CBTW122	Cs.(4) 2" Aquabd Cradle 12x12	$0.00	Order	6-2515 JAN-15	1/1/15
	15011612	12/28/14	2	CINKSET	Case(6) Claybord Ink Set	$89.24	Order	AMEAMPERSAND15	1/12/15
	14013635	12/21/14	0.625	EN066	Cs.(10-4Pk) 1/8" Encaustic 6x6 (25 INDIVIDUAL PIECES)	$0.00	Order	6-2631 JAN-15	1/19/14
	14013615	12/1/14	0.1	EN0810	Cs.(10) 1/4" Encaustic 8x10	$0.00	Order	6-2515 end-14	1/1/15
	14013633	12/20/14	0.1	EN0810	Cs.(10) 1/4" Encaustic 8x10	$0.00	Order	6-2515 JAN-15	1/1/15
	14013635	12/21/14	0.1	EN0810	Cs.(10) 1/4" Encaustic 8x10	$0.00	Order	6-2631 JAN-15	1/19/14
	14013615	12/1/14	1.5	EN088	Cs.(10) 1/4" Encaustic 8x8	$0.00	Order	6-2515 end-14	1/1/15
	14013633	12/20/14	0.1	EN088	Cs.(10) 1/4" Encaustic 8x8	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	5	EN088	Cs.(10) 1/4" Encaustic 8x8	$0.00	Order	6-2515 JAN-15	1/1/15
	14013615	12/1/14	0.1	EN1114	Cs.(10) 1/4" Encaustic 11x14	$0.00	Order	6-2515 end-14	1/1/15
	14013633	12/20/14	1.2	EN1114	Cs.(10) 1/4" Encaustic 11x14	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	1	EN1114	Cs.(10) 1/4" Encaustic 11x14	$0.00	Order	6-2515 JAN-15	1/1/15
	14013634	12/20/14	1	EN1114	Cs.(10) 1/4" Encaustic 11x14	$0.00	Order	6-2110 JAN-15	1/15/15
	14013634	12/20/14	0.2	EN1114	Cs.(10) 1/4" Encaustic 11x14	$0.00	Order	6-2110 JAN-15	1/15/15
	14013633	12/20/14	1.2	EN1212	Cs.(10) 1/4" Encaustic 12x12	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	1.3	EN1212	Cs.(10) 1/4" Encaustic 12x12	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0.4	ENC151212	Cs(5) 1.5" Crad Encaust 12x12	$0.00	Order	6-2515 JAN-15	1/1/15
	14013634	12/20/14	0.4	ENC151212	Cs(5) 1.5" Crad Encaust 12x12	$0.00	Order	6-2110 JAN-15	1/15/15
	14013633	12/20/14	0.25	ENC2066	Cs(4) 2" Crad Encaustic 6x6	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0.2	ENC75066	Cs(10) 3/4" Crad Encaustic 6x6	$0.00	Order	6-2515 JAN-15	1/1/15
	14013614	12/1/14	2	ENSAM	Box 3x5 Encausictbord Samples	$0.00	Order	6-2110 end-14	1/1/15
	14013633	12/20/14	2	ENSAM	Box 3x5 Encausictbord Samples	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0.04	ENSAM	Box 3x5 Encausictbord Samples	$0.00	Order	6-2515 JAN-15	1/1/15
	14013634	12/20/14	2	ENSAM	Box 3x5 Encausictbord Samples	$0.00	Order	6-2110 JAN-15	1/15/15
	14013634	12/20/14	10	ENSAM	Box 3x5 Encausictbord Samples	$0.00	Order	6-2110 JAN-15	1/15/15
	14013615	12/1/14	3	GBS05	Case (10-3Pk) 5x7 Gessobord	$0.00	Order	6-2515 end-14	1/1/15
	14013633	12/20/14	0.6	GBS0608	Case (10-3Pk) 6x8 Gessobord	$0.00	Order	6-2515 JAN-15	1/1/15
	15011612	12/28/14	1	GBS0608	Case (10-3Pk) 6x8 Gessobord	$47.21	Order	AMEAMPERSAND15	1/12/15
	14013633	12/20/14	0.1	GBS066	Case (10-4Pk) 6x6 Gessobord	$0.00	Order	6-2515 JAN-15	1/1/15
	14013615	12/1/14	0.028	GBS08	Case (36) 8x10 Gessobord	$0.00	Order	6-2515 end-14	1/1/15
	14013633	12/20/14	0.139	GBS08	Case (36) 8x10 Gessobord	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0.028	GBS08	Case (36) 8x10 Gessobord SMOOTH SANDED	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0.028	GBS08	Case (36) 8x10 Gessobord	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0.028	GBS08	Case (36) 8x10 Gessobord	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0.028	GBS08	Case (36) 8x10 Gessobord SMOOTH	$0.00	Order	6-2515 JAN-15	1/1/15
	14013635	12/21/14	1	GBS08	Case (36) 8x10 Gessobord	$0.00	Order	6-2631 JAN-15	1/19/14
	14013635	12/21/14	0.028	GBS08	Case (36) 8x10 Gessobord	$0.00	Order	6-2631 JAN-15	1/19/14
	14013635	12/21/14	0.611	GBS08	Case (36) 8x10 Gessobord	$0.00	Order	6-2631 JAN-15	1/19/14
	15011612	12/28/14	1	GBS08	Case (36) 8x10 Gessobord	$121.91	Order	AMEAMPERSAND15	1/12/15
	15011768	12/31/14	33.667	GBS088	Case (12) 8x8 Gessobord(404)	$0.00	Order	Spring 15	2/18/15
	15011768	12/31/14	12	GBS088	Case (12) 8x8 Gessobord(144)	$0.00	Order	Spring 15	2/18/15
	15011768	12/31/14	7	GBS088	Case (12) 8x8 Gessobord(84)	$0.00	Order	Spring 15	2/18/15
	15011768	12/31/14	11	GBS088	Case (12) 8x8 Gessobord(132)	$0.00	Order	Spring 15	2/18/15
	14013633	12/20/14	0.25	GBS09	Case (20) 9x12 Gessobord	$0.00	Order	6-2515 JAN-15	1/1/15
	15011612	12/28/14	1	GBS09	Case (20) 9x12 Gessobord	$82.58	Order	AMEAMPERSAND15	1/12/15
	14013633	12/20/14	0.1	GBS11	Case (20) 11x14 Gessobord	$0.00	Order	6-2515 JAN-15	1/1/15
	14013634	12/20/14	0.2	GBS11	Case (20) 11x14 Gessobord	$0.00	Order	6-2110 JAN-15	1/15/15
	15011612	12/28/14	2	GBS11	Case (20) 11x14 Gessobord	$193.35	Order	AMEAMPERSAND15	1/12/15
	14013615	12/1/14	0.167	GBS122	Case (12) 12x12 Gessobord	$0.00	Order	6-2515 end-14	1/1/15
	14013633	12/20/14	0.083	GBS122	Case (12) 12x12 Gessobord	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0.167	GBS122	Case (12) 12x12 Gessobord	$0.00	Order	6-2515 JAN-15	1/1/15
	14013635	12/21/14	0.167	GBS122	Case (12) 12x12 Gessobord	$0.00	Order	6-2631 JAN-15	1/19/14
	14013633	12/20/14	0.65	GBS16	Case (20) 16x20 Gessobord	$0.00	Order	6-2515 JAN-15	1/1/15
	14013635	12/21/14	0.25	GBS16	Case (20) 16x20 Gessobord	$0.00	Order	6-2631 JAN-15	1/19/14
	15011612	12/28/14	1	GBS16	Case (20) 16x20 Gessobord	$173.55	Order	AMEAMPERSAND15	1/12/15
	14013633	12/20/14	0.1	GBSC122	Cs.(10) 12x12 GessobordCradled	$0.00	Order	6-2515 JAN-15	1/1/15
	15011612	12/28/14	1	GBSCG0810	Cs(5) 1.5" Crad Gessobord 8x10	$53.12	Order	AMEAMPERSAND15	1/12/15
	15011612	12/28/14	1	GBSCG1114	Cs(5) 1.5" Crad Gessobd 11x14	$64.69	Order	AMEAMPERSAND15	1/12/15
	15011612	12/28/14	2	GBSCG1212	Cs(5) 1.5" Crad Gessobd 12x12	$129.38	Order	AMEAMPERSAND15	1/12/15
	14013633	12/20/14	0.2	GBSCG1216	Cs(5) 1.5" Crad Gessobd 12x16	$0.00	Order	6-2515 JAN-15	1/1/15
	15011612	12/28/14	1	GBSCG1620	Cs(5) 1.5" Crad Gessobd 16x20	$90.94	Order	AMEAMPERSAND15	1/12/15
	14013614	12/1/14	4	GBSSAM	Box of 3x5 Gesso Samples	$0.00	Order	6-2110 end-14	1/1/15
	14013634	12/20/14	2	GBSSAM	Box of 3x5 Gesso Samples	$0.00	Order	6-2110 JAN-15	1/15/15
	14013634	12/20/14	4	GBSSAM	Box of 3x5 Gesso Samples	$0.00	Order	6-2110 JAN-15	1/15/15
	14013634	12/20/14	4	GBSSAM	Box of 3x5 Gesso Samples	$0.00	Order	6-2110 JAN-15	1/15/15
	15011612	12/28/14	1	GBWC088	Cs.(6) 2" Cradle Gessobord 8x8	$63.25	Order	AMEAMPERSAND15	1/12/15
	15011612	12/28/14	2	GBWC122	Cs.(4) 2" Cradle Gesso 12x12	$121.38	Order	AMEAMPERSAND15	1/12/15
	15011612	12/28/14	1	GBWC1824	Cs.(4) 2" Cradle Gesso 18x24	$94.76	Order	AMEAMPERSAND15	1/12/15
	15011612	12/28/14	1	GBWC244	Cs.(4) 2" Cradle Gesso 24x24	$112.91	Order	AMEAMPERSAND15	1/12/15
	15011612	12/28/14	1	GBWC3040	Cs.(2) 2" Cradle Gesso 30x40	$103.55	Order	AMEAMPERSAND15	1/12/15
	15011612	12/28/14	1	GBWC3636	Cs.(2) 2" Cradle Gesso 36x36	$128.12	Order	AMEAMPERSAND15	1/12/15
	15011612	12/28/14	1	GBWC3648	Cs.(2) 2" Cradle Gesso 36x48	$148.83	Order	AMEAMPERSAND15	1/12/15
	15011612	12/28/14	1	GBWC618	Cs.(4) 2" Cradle Gesso 6x18	$56.21	Order	AMEAMPERSAND15	1/12/15
	14013634	12/20/14	0.1	HB11	Case(20) 11 x 14 Hardbord	$0.00	Order	6-2110 JAN-15	1/15/15
	15011612	12/28/14	0.5	PB08	Case(36) 8x10 Pastelbord (18)	$57.24	Order	AMEAMPERSAND15	1/12/15
	14013615	12/1/14	0.1	PB11	Case(20) 11x14 Pastelbord	$0.00	Order	6-2515 end-14	1/1/15
	15011612	12/28/14	1	PB11	Case(20) 11x14 Pastelbord	$90.90	Order	AMEAMPERSAND15	1/12/15
	14013633	12/20/14	0.1	PB16	Case(20) 16x20 Pastelbord	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0.05	PB16	Case(20) 16x20 Pastelbord	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0.65	PB16	Case(20) 16x20 Pastelbord	$0.00	Order	6-2515 JAN-15	1/1/15
	15011612	12/28/14	0.5	PB16	Case(20) 16x20 Pastelbord(10)	$82.24	Order	AMEAMPERSAND15	1/12/15
	14013615	12/1/14	0.1	PBG11	Cs.(20) 11x14 Pastelbord Green	$0.00	Order	6-2515 end-14	1/1/15
	14013633	12/20/14	0.1	PBG16	Cs.(20) 16x20 Pastelbord Green	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0.05	PBG16	Cs.(20) 16x20 Pastelbord Green	$0.00	Order	6-2515 JAN-15	1/1/15
	14013615	12/1/14	0.028	PBS08	Case(36) 8x10 Pastelbord Sand	$0.00	Order	6-2515 end-14	1/1/15
	14013615	12/1/14	0.1	PBS11	Cs.(20) 11x14 Pastelbord Sand	$0.00	Order	6-2515 end-14	1/1/15
	14013633	12/20/14	0.05	PBS11	Cs.(20) 11x14 Pastelbord Sand	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0.75	PBS16	Cs.(20) 16x20 Pastelbord Sand	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0.1	PBS16	Cs.(20) 16x20 Pastelbord Sand	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0.05	PBS16	Cs.(20) 16x20 Pastelbord Sand	$0.00	Order	6-2515 JAN-15	1/1/15
	14013633	12/20/14	0.25	PBS18	Case(16) 18x24 Pastelbord Sand	$0.00	Order	6-2515 JAN-15	1/1/15
	14013614	12/1/14	1	PBSAM	Box of 3x5 Pastelbord Samples	$0.00	Order	6-2110 end-14	1/1/15
	14013633	12/20/14	3	PBSAM	Box of 3x5 Pastelbord Samples SAND	$0.00	Order	6-2515 JAN-15	1/1/15
	14013634	12/20/14	4	PBSAM	Box of 3x5 Pastelbord Samples	$0.00	Order	6-2110 JAN-15	1/15/15
	14013615	12/1/14	0.028	PBW08	Cs.(36) WhitePastelbord - 8x10	$0.00	Order	6-2515 end-14	1/1/15
	14013635	12/21/14	0.028	PBW08	Cs.(36) WhitePastelbord - 8x10	$0.00	Order	6-2631 JAN-15	1/19/14
	15011612	12/28/14	0.5	PBW08	Cs.(36) WhitePastelbord - 8x10 (18)	$57.24	Order	AMEAMPERSAND15	1/12/15
	14013615	12/1/14	0.2	PBW11	Cs.(20) Pastelbord White 11x14	$0.00	Order	6-2515 end-14	1/1/15
	14013615	12/1/14	0.05	PBW11	Cs.(20) Pastelbord White 11x14	$0.00	Order	6-2515 end-14	1/1/15
	14013633	12/20/14	0.05	PBW11	Cs.(20) Pastelbord White 11x14	$0.00	Order	6-2515 JAN-15	1/1/15
